task_lang,transfer_lang,accuracy,f1_score
sq,sh,0.575,0.6842693345869816
zh,sh,0.2057,0.5205095914276642
ml,sh,0.532,0.7088696117607882
nl,sh,0.5441,0.7311650173854354
fi,sh,0.5028,0.718287892523713
jbo,sh,0.35,0.4698441558441558
as,sh,0.47,0.6167902097902097
ur,sh,0.526,0.6545748834498835
tg,sh,0.51,0.7013845598845598
xmf,sh,0.5,0.6545811965811964
sw,sh,0.512,0.618215383309501
az,sh,0.493,0.6979287400164335
ms,sh,0.506,0.6076512247985931
yo,sh,0.42,0.5060711510711511
gd,sh,0.41,0.5496266233766234
an,sh,0.614,0.6989073242117361
kn,sh,0.49,0.6521772769713945
war,sh,0.62,0.6891282051282052
eu,sh,0.4724,0.6986810308490958
cbk-zam,sh,0.34,0.5557157842157843
vec,sh,0.47,0.674521645021645
uk,sh,0.4778,0.6585310798283245
kk,sh,0.516,0.7186693300163888
ceb,sh,0.48,0.6469382196750618
gan,sk,0.27,0.5768717948717947
pl,sk,0.7103,0.8527148588545955
tr,sk,0.6847,0.8226463974364129
vep,sk,0.54,0.7777735612340875
vls,sk,0.55,0.7604082584082584
ga,sk,0.676,0.8202746500231795
gn,sk,0.51,0.6621428571428573
an,sk,0.654,0.7784258873737201
eo,sk,0.6285,0.8055577844455167
ru,sk,0.6432,0.7860531378124799
sd,sk,0.36,0.6770851370851371
co,sk,0.58,0.6327432012432012
simple,sk,0.702,0.8399492688340213
lb,sk,0.619,0.7950996542501186
bat-smg,sk,0.56,0.7257186147186147
ay,sk,0.66,0.6907142857142855
pt,sk,0.6851,0.8249443139153587
mt,sk,0.52,0.7429343989343988
mhr,sk,0.65,0.7352158952158951
or,sk,0.14,0.4460389887889887
hi,sk,0.677,0.8024318555283726
oc,sk,0.6,0.7162971472971473
vo,sk,0.59,0.5983333333333333
kn,sk,0.61,0.749047619047619
nds,sk,0.6,0.7870752858252859
pdc,sk,0.41,0.5749068986568987
ba,sk,0.63,0.8287922077922077
sv,sk,0.6611,0.8776400773907895
map-bms,sk,0.48,0.598462370962371
tt,sk,0.652,0.8428838205568081
cbk-zam,sk,0.38,0.6983364135864137
no,sk,0.6867,0.8430931894988396
szl,sk,0.58,0.6867691197691198
te,sk,0.548,0.731559429622665
mn,sk,0.54,0.7311744399391458
rw,sk,0.64,0.7488207282913164
ps,sk,0.5,0.6845745920745919
hy,sk,0.367,0.5777316046526573
sah,sk,0.52,0.6218058608058608
nl,sk,0.7119,0.8447700966216447
ace,sk,0.28,0.5326053391053391
nap,sk,0.55,0.7447361994730416
arz,sk,0.51,0.7685162615162615
cdo,sk,0.32,0.4200444326914915
ro,sk,0.6965,0.8504731272485684
mi,sk,0.29,0.6271004551004551
ko,sk,0.4338,0.6708882103611903
so,sk,0.55,0.6462515262515263
vec,sk,0.63,0.7689163059163059
xmf,sk,0.59,0.7554652014652015
ka,sk,0.6305,0.8061594231886106
os,sk,0.39,0.7140194805194804
en,sk,0.4844,0.7061159199520809
jv,sk,0.57,0.7542133160956691
ext,sk,0.44,0.599987012987013
pms,sk,0.51,0.7781717269658447
ms,sk,0.49,0.6640825163398693
ne,sk,0.55,0.7878955722639932
am,sk,0.4,0.5178490953490954
fiu-vro,sk,0.43,0.6554564748976514
fr,sk,0.6833,0.8368351416789265
zh,sk,0.2817,0.6228710755730338
ang,sk,0.53,0.6514132389798025
cs,sk,0.7645,0.8758645327900515
ig,sk,0.5,0.6492182539682539
be-x-old,sk,0.677,0.7969299048646572
als,sk,0.53,0.7780416803698538
es,sk,0.644,0.8079577261120373
bh,sk,0.61,0.7281803751803752
ar,sk,0.496,0.7182814215187977
ta,sk,0.49,0.7178813410445763
az,sk,0.617,0.7924307239629995
br,sk,0.494,0.6467956802055873
it,sk,0.6798,0.8360228312356718
kk,sk,0.468,0.7633114397040868
fi,sk,0.667,0.832819372895766
yi,sk,0.45,0.7066117216117216
da,sk,0.7473,0.8653625230651701
uk,sk,0.6833,0.82624985881078
arc,sk,0.02,0.290561383061383
zh-classical,sk,0.21,0.4403115577233224
sq,sk,0.728,0.8568344197941721
ce,sk,0.36,0.692973581973582
ku,sk,0.64,0.7495064935064935
su,sk,0.43,0.5968272283272283
wuu,sk,0.24,0.5374848484848485
mwl,sk,0.33,0.6390518370518371
el,sk,0.6877,0.8141931435437627
mzn,sk,0.42,0.7179089799089798
bo,sk,0.21,0.3176666666666666
sa,sk,0.27,0.4407063492063491
et,sk,0.708,0.8498440880610618
eu,sk,0.5395,0.7992213147413302
km,sk,0.3,0.5378571428571428
bar,sk,0.68,0.7801031746031746
gl,sk,0.7497,0.8533372375577639
fo,sk,0.66,0.7947355889724309
lv,sk,0.6811,0.8196895101776448
scn,sk,0.58,0.7495133755133756
min,sk,0.28,0.5679884559884559
li,sk,0.61,0.7480019892388314
mk,sk,0.597,0.7517212956805835
ug,sk,0.45,0.5916947496947497
fa,sk,0.4991,0.7637501351065515
ckb,sk,0.504,0.694326984453455
crh,sk,0.44,0.6413013098013098
pnb,sk,0.54,0.6117099567099568
ln,sk,0.39,0.6050955939485351
diq,sk,0.41,0.683557387057387
eml,sk,0.37,0.5195357610226031
hu,sk,0.7021,0.8476872079451335
ilo,sk,0.66,0.771387334887335
ca,sk,0.7138,0.8210627572298703
ur,sk,0.538,0.68972212794945
zea,sk,0.53,0.746948051948052
vi,sk,0.5764,0.7495802622953243
de,sk,0.6515,0.8134520524994441
nov,sk,0.68,0.8924874306979571
ast,sk,0.641,0.8435742705007411
bs,sk,0.678,0.8502594620291989
lt,sk,0.7089,0.8319199236315798
mr,sk,0.587,0.7835338656097944
tl,sk,0.658,0.7621515742083854
rm,sk,0.58,0.769504329004329
si,sk,0.69,0.8028253968253969
tk,sk,0.58,0.6857164502164502
is,sk,0.693,0.8408801697700305
sh,sk,0.5261,0.7817638450275215
sw,sk,0.544,0.6624948684700233
fur,sk,0.5,0.6697997557997559
jbo,sk,0.53,0.6463333333333334
frr,sk,0.52,0.6398888888888888
th,sk,0.1604,0.3392408897105646
uz,sk,0.761,0.8543093573093572
ksh,sk,0.39,0.6415982263350685
csb,sk,0.44,0.6780024332392754
he,sk,0.4731,0.7143294915679436
zh-min-nan,sk,0.54,0.6977343767343769
ky,sk,0.48,0.646987012987013
tg,sk,0.7,0.8051101423516284
cy,sk,0.6,0.7596189460694104
sl,sk,0.7043,0.8208424743995254
lmo,sk,0.48,0.8028104887888169
pa,sk,0.48,0.7000123308064485
hsb,sk,0.71,0.8572853725222147
cv,sk,0.6,0.7924919524919527
lij,sk,0.35,0.5861785991785992
la,sk,0.632,0.7169202335246453
sk,sk,0.8705,0.9366572158757996
war,sk,0.55,0.7118205960705961
yo,sk,0.39,0.4682731435231435
ia,sk,0.43,0.6434362402303581
io,sk,0.68,0.7568400488400487
bg,sk,0.7148,0.8346983001209317
gu,sk,0.53,0.7505482295482295
sco,sk,0.57,0.7156861471861472
mg,sk,0.33,0.7504269064269063
nn,sk,0.722,0.8536641663376183
bn,sk,0.646,0.745565786586994
gd,sk,0.56,0.6464155844155843
my,sk,0.26,0.6402752802752802
fy,sk,0.682,0.8077182710736116
as,sk,0.55,0.6652524142524143
sr,sk,0.5306,0.7588159062574852
wa,sk,0.47,0.5914080298786182
hr,sk,0.7009,0.8452558832541727
be,sk,0.714,0.829288001223063
hak,sk,0.36,0.4396880341880341
qu,sk,0.59,0.6910162527530948
af,sk,0.611,0.7952176303314847
ceb,sk,0.59,0.7110562770562772
ja,sk,0.209,0.5324872082492671
dv,sk,0.31,0.5006955266955267
ml,sk,0.595,0.7655928453899041
zh-yue,sk,0.3037,0.584671863193566
id,sk,0.4128,0.6541232514183443
nds,sl,0.57,0.7856305655129185
dv,sl,0.4,0.6116129426129426
ast,sl,0.624,0.8223230780055858
da,sl,0.7108,0.8494853274632144
ar,sl,0.5485,0.744235472348429
et,sl,0.5791,0.7983498206824136
kk,sl,0.434,0.7331719946719947
mzn,sl,0.45,0.6863028083028084
mn,sl,0.63,0.7933105607842451
diq,sl,0.47,0.6965945165945164
fa,sl,0.5416,0.7571854628816316
gd,sl,0.53,0.5973015873015872
sl,sl,0.8662,0.9351202393272362
km,sl,0.29,0.4723785103785103
bo,sl,0.32,0.3591904761904761
tr,sl,0.6918,0.833709809662302
zh,sl,0.2756,0.6121845609937019
crh,sl,0.46,0.6444458874458874
ko,sl,0.3992,0.6475999614996286
ne,sl,0.57,0.8139775955039112
sr,sl,0.4419,0.700534012124786
als,sl,0.59,0.7816342940685047
bar,sl,0.7,0.78005772005772
vi,sl,0.5968,0.7931252009746359
ru,sl,0.6545,0.7796921250928295
ur,sl,0.533,0.7279898307574779
is,sl,0.653,0.8213248112998113
mt,sl,0.62,0.7795238095238096
ext,sl,0.42,0.5732460317460317
pnb,sl,0.58,0.6513744588744589
rm,sl,0.56,0.7494718353541883
th,sl,0.0422,0.267593056687035
no,sl,0.6939,0.8417450274381622
arc,sl,0.12,0.2624047619047618
zea,sl,0.48,0.707071679954033
hy,sl,0.536,0.6980356431150548
ja,sl,0.1607,0.4988515545436676
xmf,sl,0.48,0.6454523809523809
csb,sl,0.48,0.6726672771672771
ia,sl,0.35,0.6263447108447109
si,sl,0.58,0.685864357864358
vo,sl,0.36,0.4416666666666666
sh,sl,0.7668,0.8412256081379921
ps,sl,0.41,0.6189816294816295
it,sl,0.6702,0.8335571070819445
ml,sl,0.581,0.7463790036760625
be-x-old,sl,0.618,0.7514591558596202
ka,sl,0.6022,0.7923178023283907
mg,sl,0.5,0.73955772005772
kn,sl,0.55,0.7065988455988456
lij,sl,0.36,0.5869283771783771
my,sl,0.24,0.6327231102231101
sq,sl,0.77,0.8610090198415276
en,sl,0.56,0.7495317654670751
vep,sl,0.65,0.8298439436380614
nn,sl,0.664,0.8153402913477992
vec,sl,0.58,0.724102453102453
tt,sl,0.585,0.7685092010930246
gn,sl,0.54,0.6716050061050061
sv,sl,0.7055,0.8697029106102017
eo,sl,0.642,0.7775172904683896
ro,sl,0.7521,0.8678536732849194
es,sl,0.7193,0.8412264649153736
mr,sl,0.566,0.7369478319066555
id,sl,0.4386,0.692325028463109
ku,sl,0.64,0.7813088023088024
pa,sl,0.53,0.7128340577551104
bg,sl,0.6845,0.8146425118191062
tl,sl,0.697,0.7557878901799956
os,sl,0.57,0.7017777777777777
gu,sl,0.48,0.6976929181929181
ba,sl,0.51,0.7739034854034854
fiu-vro,sl,0.46,0.6856406926406926
hu,sl,0.669,0.8343523187751362
eml,sl,0.39,0.5368686868686868
cy,sl,0.501,0.6587382850207928
io,sl,0.73,0.7863101343101343
tg,sl,0.67,0.8104074357015534
ug,sl,0.36,0.4683174603174603
arz,sl,0.53,0.770588245088245
scn,sl,0.56,0.7523174603174603
co,sl,0.6,0.6717912087912089
zh-classical,sl,0.27,0.5688726863092188
cv,sl,0.58,0.7734044386985564
sco,sl,0.65,0.7675006105006106
an,sl,0.758,0.8424772100448571
hi,sl,0.611,0.7395409970748206
ky,sl,0.5,0.6551269841269841
hak,sl,0.29,0.3518571428571428
ace,sl,0.29,0.551329365079365
ig,sl,0.46,0.5932637362637362
az,sl,0.597,0.7805263163307281
mi,sl,0.32,0.6536483516483516
mwl,sl,0.4,0.6505421800421801
tk,sl,0.57,0.670344155844156
te,sl,0.491,0.6626255301715828
nov,sl,0.65,0.866861471861472
el,sl,0.7134,0.830327856089559
min,sl,0.35,0.6490293040293039
pdc,sl,0.37,0.5771309523809525
cbk-zam,sl,0.4,0.6646663891663891
fy,sl,0.702,0.8117731568912684
ilo,sl,0.59,0.6630432900432901
sk,sl,0.7025,0.8411714788840331
ta,sl,0.452,0.6860595739228093
so,sl,0.52,0.6644102564102563
la,sl,0.677,0.7724156901148388
jv,sl,0.53,0.7617734487734488
fr,sl,0.6918,0.8267304180734988
ksh,sl,0.4,0.5895191475191475
oc,sl,0.58,0.6889126984126984
cdo,sl,0.33,0.4342362637362638
map-bms,sl,0.46,0.5905714285714285
bn,sl,0.687,0.7781933791354843
jbo,sl,0.44,0.56
fi,sl,0.6355,0.828347520845168
sw,sl,0.585,0.6864638364903072
szl,sl,0.55,0.6652539682539682
eu,sl,0.481,0.7461957249398349
nl,sl,0.6782,0.8259692902195844
mk,sl,0.623,0.784464039830139
nap,sl,0.56,0.6859285714285716
zh-min-nan,sl,0.39,0.554533162743689
simple,sl,0.671,0.8301167404405021
pms,sl,0.52,0.7586278443778444
am,sl,0.26,0.5143469308469308
lb,sl,0.564,0.7600775827114062
or,sl,0.12,0.3420786435786436
ang,sl,0.52,0.6501685187877139
sd,sl,0.3,0.5968638028638028
fo,sl,0.68,0.8040952380952381
ckb,sl,0.506,0.7006961760461761
pt,sl,0.6795,0.8203070101192237
be,sl,0.719,0.8389097395552504
ceb,sl,0.56,0.6705209235209236
uz,sl,0.603,0.7417779333411686
fur,sl,0.54,0.6390562770562771
su,sl,0.46,0.6880634920634922
wuu,sl,0.23,0.5281904761904762
bat-smg,sl,0.57,0.6834365079365078
de,sl,0.6366,0.8061294777118306
gan,sl,0.26,0.5016666666666666
lmo,sl,0.52,0.7526529700090072
mhr,sl,0.55,0.6806434676434676
zh-yue,sl,0.306,0.5836848631021542
br,sl,0.499,0.6421007072648715
lv,sl,0.6699,0.8079913660788816
yi,sl,0.42,0.6650254190254191
war,sl,0.6,0.7212495282495281
yo,sl,0.59,0.6612251082251082
gl,sl,0.7818,0.8735311433294948
hr,sl,0.7031,0.8363227625745429
ca,sl,0.6992,0.81915858156893
ln,sl,0.42,0.5627633477633478
vls,sl,0.49,0.7399967254967257
he,sl,0.4799,0.7336685180488587
hsb,sl,0.69,0.8242958152958153
ms,sl,0.659,0.8077351798356442
uk,sl,0.6398,0.8122705983558924
lt,sl,0.6788,0.8283898284610126
qu,sl,0.6,0.685137085137085
wa,sl,0.48,0.6178333333333333
as,sl,0.53,0.6465887445887446
sa,sl,0.37,0.541531746031746
bh,sl,0.55,0.7172241092241093
ga,sl,0.587,0.7519663615624143
li,sl,0.62,0.7496031746031746
rw,sl,0.57,0.6774830659536542
sah,sl,0.52,0.6973650793650793
af,sl,0.566,0.7666415596873027
bs,sl,0.651,0.8209116678471168
ce,sl,0.35,0.646969696969697
ay,sl,0.45,0.479547619047619
pl,sl,0.6648,0.832587168724808
frr,sl,0.5,0.6166190476190476
cs,sl,0.6998,0.8372147521226623
tl,sq,0.625,0.7617863416425337
yi,sq,0.5,0.7010000000000001
jbo,sq,0.38,0.5111428571428571
gan,sq,0.29,0.5306031746031745
ur,sq,0.51,0.6718482355363935
szl,sq,0.59,0.6806753246753245
tk,sq,0.51,0.6848051948051949
lmo,sq,0.45,0.7199939650992283
ja,sq,0.1404,0.4693126480073074
te,sq,0.506,0.6869703907203907
nn,sq,0.6,0.8039354426619133
cv,sq,0.56,0.7701463536463535
os,sq,0.37,0.6734761904761905
pdc,sq,0.56,0.6883113553113553
rw,sq,0.57,0.7236334776334777
pl,sq,0.5908,0.8069479681489821
fy,sq,0.647,0.7936832167832168
bg,sq,0.6352,0.8063865904632004
dv,sq,0.35,0.5691890331890331
ku,sq,0.65,0.7677417027417027
ast,sq,0.581,0.8234980502985146
ig,sq,0.45,0.60404329004329
ba,sq,0.5,0.7452655122655123
vi,sq,0.463,0.7070533110611439
uk,sq,0.5749,0.8051476658893222
uz,sq,0.795,0.8653966255966257
de,sq,0.5491,0.7790235683107742
mwl,sq,0.41,0.6872649017649017
et,sq,0.5597,0.789636980985131
th,sq,0.0012,0.1526834184425825
ru,sq,0.3979,0.7084260358123129
simple,sq,0.594,0.8092433922974172
ta,sq,0.414,0.6612828362813656
sr,sq,0.5603,0.8031827636742342
bh,sq,0.55,0.7047417027417029
ga,sq,0.574,0.7736469849380067
am,sq,0.31,0.5213759018759019
es,sq,0.6619,0.8258873241455825
fr,sq,0.6077,0.7941110911671747
yo,sq,0.45,0.5954234654234655
lt,sq,0.64,0.8217190161085905
fur,sq,0.6,0.6967222222222221
zh,sq,0.2593,0.597949941374415
cdo,sq,0.28,0.3925238095238094
bar,sq,0.75,0.8021904761904761
ilo,sq,0.6,0.7165400710400711
ka,sq,0.5451,0.7730900726191593
arz,sq,0.39,0.706485347985348
sa,sq,0.32,0.5274523809523809
si,sq,0.6,0.7390158730158731
su,sq,0.42,0.6800482295482295
km,sq,0.24,0.4519047619047619
co,sq,0.61,0.6647142857142857
hak,sq,0.33,0.409142857142857
sah,sq,0.44,0.5832850482850482
ar,sq,0.4453,0.6970346239433082
vec,sq,0.61,0.7205490196078432
id,sq,0.4895,0.800961670400463
da,sq,0.6275,0.8239745535776574
en,sq,0.4562,0.7131712657457782
zea,sq,0.44,0.696063492063492
zh-classical,sq,0.27,0.5403824508824508
ps,sq,0.46,0.6564603174603175
hy,sq,0.501,0.677817146089205
ksh,sq,0.41,0.6394718614718614
hu,sq,0.5997,0.8120557695134243
ckb,sq,0.439,0.644363542013542
csb,sq,0.44,0.6528809523809523
la,sq,0.557,0.6970387411607999
bn,sq,0.512,0.6791959124209125
nap,sq,0.59,0.7387928182928184
fiu-vro,sq,0.49,0.7052857142857144
ko,sq,0.3565,0.632796071438022
fo,sq,0.63,0.8053888888888889
min,sq,0.35,0.5988809523809523
sk,sq,0.6121,0.8046190466714228
tg,sq,0.57,0.778450937950938
as,sq,0.48,0.6619998204409968
kk,sq,0.643,0.8142778982713194
be,sq,0.592,0.8014763248017892
als,sq,0.46,0.7653486185297331
pnb,sq,0.46,0.5737875457875458
gd,sq,0.52,0.6518924963924964
sd,sq,0.38,0.6996219336219337
an,sq,0.75,0.8536821678321678
zh-yue,sq,0.3433,0.6222959017427362
ace,sq,0.3,0.5467341269841269
wa,sq,0.47,0.5953910533910532
lij,sq,0.38,0.5908534243534244
hr,sq,0.6052,0.803569970452664
sh,sq,0.7105,0.8149969979839561
ro,sq,0.6581,0.8070139015001166
nds,sq,0.59,0.7862012987012987
xmf,sq,0.42,0.5762142857142858
crh,sq,0.42,0.6342619047619048
fi,sq,0.5891,0.8185140374048037
ay,sq,0.39,0.44452442002442
bat-smg,sq,0.55,0.6755714285714285
pt,sq,0.6593,0.811368518942358
rm,sq,0.5,0.7192026307026308
no,sq,0.5976,0.8056987931787855
lb,sq,0.597,0.7676445676872147
ne,sq,0.42,0.7342886002886004
sw,sq,0.542,0.6660923342653218
arc,sq,0.1,0.2493095238095238
gl,sq,0.7085,0.8416092562777779
br,sq,0.471,0.6442808902741565
mt,sq,0.59,0.7306536796536797
mn,sq,0.59,0.7496806526806528
he,sq,0.391,0.6763456703264056
az,sq,0.563,0.7710570840751955
mhr,sq,0.41,0.6581672771672771
bs,sq,0.576,0.7996775970245785
ceb,sq,0.5,0.6702456709956711
nl,sq,0.6255,0.8096143494525769
fa,sq,0.4276,0.7085296912281045
ml,sq,0.536,0.7467809526902406
mi,sq,0.3,0.6813809523809523
map-bms,sq,0.48,0.6042380952380952
li,sq,0.63,0.7448350734233087
vep,sq,0.54,0.7569157329598507
io,sq,0.73,0.8169841269841269
qu,sq,0.53,0.6707178932178932
af,sq,0.557,0.7760185384017427
eu,sq,0.5687,0.7916700952281294
ln,sq,0.55,0.6416629481629482
bo,sq,0.14,0.2345238095238095
vls,sq,0.55,0.7652929292929292
oc,sq,0.68,0.7760096570096571
be-x-old,sq,0.576,0.7536669890395122
ca,sq,0.6559,0.7964899311524388
cs,sq,0.6055,0.8204621444559913
jv,sq,0.55,0.7859682539682541
ky,sq,0.37,0.6534559884559886
cbk-zam,sq,0.36,0.6670021645021645
sco,sq,0.59,0.7624819624819625
sv,sq,0.6588,0.8620535401896006
sl,sq,0.6206,0.7726557762765272
scn,sq,0.62,0.7313791208791209
tt,sq,0.556,0.8113240289122642
diq,sq,0.54,0.7049126984126984
ia,sq,0.43,0.6683522033522032
ug,sq,0.36,0.5004761904761904
frr,sq,0.52,0.6241507936507936
wuu,sq,0.22,0.5527777777777778
mzn,sq,0.45,0.7467746697746698
eo,sq,0.6145,0.7466830940164068
ang,sq,0.55,0.6666446886446887
my,sq,0.25,0.6034992784992785
mk,sq,0.585,0.7964936034381855
vo,sq,0.39,0.5013492063492063
war,sq,0.57,0.7206666666666667
cy,sq,0.541,0.728648084431908
el,sq,0.6414,0.8066109415094709
is,sq,0.613,0.800235275182334
ext,sq,0.59,0.7406067821067822
tr,sq,0.6495,0.8207483902586921
gn,sq,0.56,0.6535396825396824
nov,sq,0.46,0.8209504662004663
gu,sq,0.46,0.7150079365079365
hi,sq,0.581,0.75260666000666
zh-min-nan,sq,0.38,0.5302537783853573
pms,sq,0.58,0.7731211201079623
hsb,sq,0.55,0.7625238095238095
it,sq,0.6254,0.8168328219467152
ms,sq,0.645,0.7735845574016628
so,sq,0.66,0.74
eml,sq,0.49,0.6306746031746031
ce,sq,0.19,0.7120496725496724
lv,sq,0.6106,0.7999247948783242
pa,sq,0.51,0.683527306027306
sq,sq,0.9,0.9463065288512656
mr,sq,0.512,0.7385093079177444
kn,sq,0.52,0.6977081807081809
or,sq,0.15,0.4828381063381063
mg,sq,0.4,0.6195346320346321
ba,sr,0.55,0.7259828504828505
frr,sr,0.32,0.5585714285714285
eu,sr,0.4692,0.7489487612439161
ce,sr,0.24,0.6163275760187524
szl,sr,0.43,0.5974059274059275
simple,sr,0.593,0.7908053814176879
pdc,sr,0.36,0.528154761904762
nl,sr,0.6026,0.7853197843642425
mt,sr,0.51,0.7489422799422799
jv,sr,0.45,0.6640792540792542
war,sr,0.61,0.7371397491397491
csb,sr,0.46,0.6363019855961033
de,sr,0.6214,0.7942699681046508
es,sr,0.5558,0.7626611463957439
ky,sr,0.32,0.603963924963925
bh,sr,0.43,0.6535201465201466
ia,sr,0.32,0.5729376091744512
tl,sr,0.626,0.7411946976312301
vec,sr,0.48,0.6607683982683983
bat-smg,sr,0.48,0.6304578754578753
hr,sr,0.5343,0.7671175246519906
pa,sr,0.47,0.6012788059893324
my,sr,0.15,0.493023088023088
ta,sr,0.46,0.6812271590982119
no,sr,0.5512,0.7714600804793761
cs,sr,0.5362,0.7620400118835413
eo,sr,0.4773,0.7091435767405968
li,sr,0.68,0.7853121976063153
la,sr,0.51,0.6412719679013796
gu,sr,0.4,0.6677132263161676
pnb,sr,0.57,0.6537655122655123
lij,sr,0.23,0.4956976210064445
pms,sr,0.48,0.7407394837704436
kk,sr,0.34,0.6799410321704439
scn,sr,0.58,0.7469464979464979
ig,sr,0.32,0.5645309135309136
sw,sr,0.508,0.643265601718543
bn,sr,0.647,0.746665340361393
hak,sr,0.17,0.2924627039627039
rw,sr,0.38,0.6345645955351836
si,sr,0.57,0.7198253968253968
fur,sr,0.44,0.636549506049506
km,sr,0.12,0.4401656676656676
zh-min-nan,sr,0.38,0.4869179986679987
az,sr,0.571,0.7835865570102413
mn,sr,0.5,0.710498112998113
nn,sr,0.625,0.7935907639058569
ku,sr,0.57,0.7442936507936508
as,sr,0.5,0.6439456654456654
mwl,sr,0.26,0.5921946321652203
lv,sr,0.4999,0.7197069414555174
gl,sr,0.6051,0.7664891262744824
he,sr,0.4047,0.6796054147005385
nap,sr,0.4,0.6317378552819729
vep,sr,0.35,0.6623856728067254
ksh,sr,0.27,0.5611022408963585
te,sr,0.476,0.6835924021884549
wuu,sr,0.15,0.4887070707070707
sk,sr,0.6322,0.7921838619146592
fo,sr,0.61,0.7813518801459978
als,sr,0.42,0.7244310543257911
lmo,sr,0.34,0.6964160356327538
gn,sr,0.4,0.6409423909423908
mzn,sr,0.16,0.5985524475524475
sco,sr,0.42,0.6367387057387056
be-x-old,sr,0.523,0.7007031053312013
sv,sr,0.594,0.8433014398209289
dv,sr,0.18,0.5299087579087579
sl,sr,0.5168,0.6915420304214189
fa,sr,0.5146,0.7831125360458256
mhr,sr,0.53,0.6822489177489178
kn,sr,0.52,0.679010989010989
be,sr,0.588,0.7654094833271303
wa,sr,0.36,0.5220198624904507
cy,sr,0.456,0.7138952502777579
arz,sr,0.54,0.7401131646131646
eml,sr,0.27,0.4981837704778881
ast,sr,0.683,0.8043409746256496
yi,sr,0.46,0.673541847041847
pl,sr,0.5434,0.7761260102951744
it,sr,0.4951,0.7445273601475924
uz,sr,0.825,0.8841114135864137
sah,sr,0.44,0.5639700212068632
id,sr,0.3456,0.6245574011531984
sq,sr,0.556,0.776183559087971
qu,sr,0.47,0.6227245907687083
th,sr,0.1523,0.3400788151021665
bar,sr,0.68,0.7581349206349206
ms,sr,0.406,0.597836666867704
nov,sr,0.51,0.8115000000000001
or,sr,0.21,0.4500359640359639
os,sr,0.33,0.6618015873015872
uk,sr,0.5474,0.7483812630403652
ja,sr,0.1559,0.4837906966305109
lb,sr,0.453,0.7015925483013719
da,sr,0.5694,0.7737730548184186
rm,sr,0.46,0.7241075591075591
yo,sr,0.22,0.4648825618825619
tr,sr,0.579,0.7669582341377232
ka,sr,0.5497,0.7529416260081508
is,sr,0.55,0.763223347077759
ca,sr,0.6634,0.8110399267459406
ko,sr,0.3319,0.5872697835867263
vls,sr,0.51,0.7173252303252303
ru,sr,0.5715,0.7419900145288149
sh,sr,0.474,0.8427601239695978
ne,sr,0.51,0.7704297924297925
vo,sr,0.49,0.5488888888888889
bs,sr,0.587,0.7994051778115245
min,sr,0.26,0.6142890442890443
ga,sr,0.546,0.7543653164860595
et,sr,0.5426,0.7529930989306531
ml,sr,0.569,0.7474424408924409
hu,sr,0.5406,0.773677506546601
tt,sr,0.544,0.791133997151799
fiu-vro,sr,0.35,0.6159922724334489
ang,sr,0.39,0.5934936606221436
ace,sr,0.19,0.4862107614607615
am,sr,0.35,0.4815476190476189
oc,sr,0.53,0.6796788211788212
mg,sr,0.56,0.9460414585414586
zh,sr,0.2361,0.5851838791514643
sd,sr,0.25,0.6186877566877567
el,sr,0.5981,0.7677636872226502
su,sr,0.36,0.6226349206349207
ilo,sr,0.48,0.6354212454212455
ceb,sr,0.48,0.6459523809523811
tg,sr,0.43,0.6954401154401154
vi,sr,0.4185,0.7178659136288549
co,sr,0.49,0.6148402708402708
nds,sr,0.51,0.7447574647574648
br,sr,0.39,0.5908693522851418
af,sr,0.499,0.7275033253725979
bo,sr,0.0,0.1939999999999999
ln,sr,0.34,0.536787705758294
jbo,sr,0.32,0.4414189144189144
tk,sr,0.44,0.6421547619047618
zh-yue,sr,0.2397,0.5376753839761889
io,sr,0.59,0.7841440030557678
fy,sr,0.634,0.789224691347524
map-bms,sr,0.44,0.6052539682539683
gan,sr,0.17,0.5325555555555554
sa,sr,0.26,0.5439444444444443
ps,sr,0.39,0.6050793650793651
ay,sr,0.28,0.388990675990676
xmf,sr,0.47,0.6882770562770563
an,sr,0.618,0.7641699171743289
ckb,sr,0.558,0.6890333943833944
gd,sr,0.39,0.5442563874034462
mr,sr,0.554,0.7492431442138873
sr,sr,0.8809,0.9331128339763092
fi,sr,0.5057,0.7524986574837272
hi,sr,0.606,0.7532646299177259
cdo,sr,0.17,0.3075269697622638
bg,sr,0.5847,0.7549706114757276
fr,sr,0.5467,0.748013365475254
lt,sr,0.5442,0.7541633011063583
so,sr,0.4,0.6016746031746032
mk,sr,0.687,0.8138136115346642
hsb,sr,0.43,0.7365741023682201
ext,sr,0.32,0.5056262903762904
cv,sr,0.48,0.7309218559218559
ug,sr,0.3,0.5291617826617827
zh-classical,sr,0.16,0.4133508742719269
en,sr,0.4477,0.7032805683609477
mi,sr,0.22,0.6384227994227993
crh,sr,0.29,0.508074481074481
pt,sr,0.5751,0.7553892507251949
diq,sr,0.28,0.5844206349206349
ro,sr,0.6187,0.77623761494955
ar,sr,0.598,0.7721571822853789
ur,sr,0.533,0.7268464897847251
arc,sr,0.02,0.2657178932178932
zea,sr,0.42,0.684040404040404
cbk-zam,sr,0.34,0.6605582195582196
hy,sr,0.373,0.768121589607503
ilo,sv,0.49,0.6343751542575071
zh,sv,0.2492,0.6264733054071832
